vix.o,prev_vix.c,qqq.o,prev_qqq.c,aapl.o,prev_aapl.c,dji.o,prev_dji.c,dxy.o,prev_dxy.c,msft.o,prev_msft.c,smh.o,prev_smh.c,spy
16.92,17.16,334.56,331.62,128.95,127.9,33.0,33.0,92.42,92.46,252.77,249.9,128.21,126.53,1
17.99,18.12,330.33,330.82,125.83,126.21,33.0,33.0,92.32,92.34,247.81,247.86,126.84,126.82,1
18.07,17.91,330.73,331.05,126.5,125.9,33.0,33.0,92.57,92.6,247.61,249.07,127.73,128.58,1
18.6,19.4,323.07,319.13,123.66,122.15,33.0,32.0,93.22,93.23,238.47,235.77,124.02,121.78,1
19.8,19.61,316.16,314.32,121.65,119.9,33.0,33.0,93.24,93.3,232.91,231.85,119.39,118.38,1
20.76,20.74,313.89,315.91,120.11,121.39,33.0,33.0,92.91,92.94,233.53,235.24,118.33,118.89,1
19.32,19.81,311.11,311.33,120.35,120.59,32.0,32.0,92.81,92.53,231.55,232.34,115.39,115.05,1
20.8,21.2,309.97,311.87,119.54,120.09,32.0,32.0,92.6,92.53,235.3,235.46,113.11,114.63,1
20.64,20.3,318.63,317.22,122.82,122.54,32.0,32.0,92.39,92.34,237.85,237.58,118.42,116.63,0
19.46,18.88,319.73,318.61,123.33,123.39,32.0,32.0,91.8,91.74,237.49,235.99,119.77,119.63,0
21.43,21.58,311.87,312.04,119.9,120.53,32.0,32.0,91.83,91.86,231.02,230.72,115.7,115.53,0
18.95,19.23,316.87,321.9,122.88,124.76,32.0,33.0,91.4,91.44,232.56,237.04,118.6,120.35,0
20.1,19.79,317.45,320.58,124.05,125.57,32.0,32.0,91.86,91.87,236.15,237.71,117.36,119.23,1
20.14,20.03,321.09,318.83,125.7,123.99,32.0,32.0,91.83,91.83,236.28,234.81,119.12,117.94,0
22.57,21.91,313.86,318.04,120.4,121.96,32.0,32.0,91.43,91.42,234.01,237.13,114.75,116.91,1
22.5,22.56,315.77,310.88,122.54,119.98,32.0,32.0,91.79,91.82,234.96,232.42,115.63,112.19,1
23.76,24.03,316.16,311.77,121.69,121.09,31.0,31.0,92.05,91.96,237.0,233.78,116.27,114.52,0
25.11,25.47,307.47,299.94,119.03,116.36,31.0,31.0,92.46,92.31,232.88,227.39,112.1,108.11,1
29.48,28.57,306.8,304.1,120.98,120.13,31.0,30.0,91.66,91.63,229.52,226.73,113.7,110.84,1
26.52,26.67,308.78,309.16,121.75,122.06,31.0,31.0,91.01,90.95,226.74,227.56,115.89,116.5,0
22.8,24.1,317.27,318.4,124.81,125.12,31.0,31.0,90.79,90.79,232.16,233.87,120.43,120.29,0
23.58,23.35,324.25,323.59,128.41,127.79,31.0,31.0,91.03,91.04,237.01,236.94,124.34,124.1,0
28.73,28.89,315.85,312.83,122.59,120.99,31.0,31.0,90.36,90.13,231.53,228.99,120.07,118.04,0
21.73,21.34,321.39,324.13,124.68,125.35,31.0,31.0,90.07,90.18,232.08,234.55,123.52,125.01,0
23.76,23.11,318.74,321.48,124.94,125.86,31.0,31.0,90.1,90.17,230.01,233.27,119.99,121.12,1
22.82,23.45,317.0,322.44,123.76,126.0,31.0,31.0,90.02,90.01,230.33,234.51,119.98,122.29,1
23.1,22.49,333.86,332.47,130.24,129.71,31.0,31.0,90.57,90.59,243.75,243.79,126.15,124.25,0
21.98,21.5,330.23,333.93,129.2,130.84,31.0,31.0,90.9,90.95,241.8,244.2,124.12,125.58,1
22.02,21.46,332.47,335.54,131.25,133.19,31.0,31.0,90.71,90.51,241.32,243.7,126.74,128.06,1
21.6,21.25,333.71,334.58,134.35,135.13,31.0,31.0,90.41,90.42,243.93,244.49,125.54,125.99,1
22.09,21.99,334.33,332.75,135.9,135.39,31.0,31.0,90.46,90.37,244.78,242.82,122.85,121.49,0
21.64,21.63,334.99,333.51,136.48,136.01,31.0,31.0,90.49,90.44,245.0,243.77,122.25,121.18,0
21.57,21.24,332.62,333.58,136.62,136.91,31.0,31.0,90.91,90.93,241.87,242.47,121.03,121.54,1
21.99,21.77,331.22,330.24,137.35,137.39,31.0,31.0,91.49,91.53,242.23,242.01,119.22,118.47,0
23.44,22.91,327.82,326.38,136.3,133.94,30.0,30.0,91.09,91.17,242.66,243.0,116.85,117.11,1
24.59,25.56,329.82,327.68,135.76,134.99,30.0,30.0,91.05,91.2,239.57,239.51,119.91,119.36,0
28.01,30.24,325.48,322.42,135.73,134.14,30.0,30.0,91.0,90.98,241.3,239.65,119.59,117.75,1
35.16,30.21,319.58,321.32,135.83,137.09,30.0,30.0,90.56,90.46,235.99,238.93,115.5,115.41,0
33.25,37.21,320.67,319.43,139.52,142.06,30.0,30.0,90.73,90.65,235.61,232.9,115.58,113.05,1
23.82,23.02,326.26,328.59,143.43,143.16,30.0,30.0,90.15,90.17,238.0,232.33,116.44,118.85,0
23.91,23.19,328.85,328.11,143.6,142.92,30.0,30.0,90.39,90.39,231.86,229.53,120.73,120.94,0
22.24,21.32,325.29,326.36,136.28,136.87,31.0,31.0,90.05,90.13,227.08,224.97,121.5,122.78,1
21.34,21.58,325.15,323.77,133.8,132.03,31.0,31.0,90.42,90.48,224.7,224.34,122.47,120.91,0
22.82,23.24,320.14,316.41,128.66,127.83,31.0,30.0,90.41,90.5,217.7,216.44,123.04,121.41,1
23.52,23.25,314.13,314.35,128.78,128.91,30.0,30.0,90.22,90.24,213.52,213.02,119.4,119.71,0
22.22,22.21,316.5,316.04,130.8,130.89,31.0,31.0,90.28,90.36,215.91,216.34,118.53,116.81,0
23.07,23.33,314.19,313.92,128.76,128.8,31.0,31.0,90.0,90.09,214.02,214.93,118.25,117.44,1
23.49,24.08,314.46,314.42,128.5,128.98,31.0,31.0,90.52,90.47,216.5,217.49,117.91,116.9,0
22.43,22.37,317.34,314.98,132.43,130.92,31.0,31.0,89.83,89.83,218.68,218.29,117.56,115.59,1
23.67,25.07,310.28,307.54,128.36,126.6,30.0,30.0,89.32,89.53,214.04,212.25,112.9,111.01,1
25.48,25.34,307.0,311.86,127.72,131.01,30.0,30.0,89.48,89.44,212.17,217.9,110.42,111.35,1
26.94,26.97,308.29,309.31,128.89,129.41,30.0,30.0,89.9,89.87,217.26,217.69,109.23,109.43,1
22.99,22.77,312.87,312.97,134.08,133.72,30.0,30.0,89.93,89.68,221.7,221.68,108.98,108.93,1
22.58,23.08,314.16,312.96,135.58,134.87,30.0,30.0,89.98,89.99,225.23,224.15,107.58,106.95,0
21.61,21.7,314.05,312.68,138.05,136.69,30.0,30.0,90.21,90.34,226.31,224.96,107.84,107.22,0
22.47,23.31,308.47,308.2,131.32,130.96,30.0,30.0,90.28,90.41,221.42,221.02,106.6,106.3,1
23.49,24.23,309.81,309.76,132.16,131.88,30.0,30.0,90.52,90.65,223.11,223.94,107.25,107.1,0
25.24,25.16,309.85,308.92,131.61,128.23,30.0,30.0,90.09,90.04,222.69,222.59,107.46,107.29,0
22.15,21.93,311.66,311.0,128.96,128.7,30.0,30.0,89.83,89.82,218.59,219.42,109.1,108.96,0
21.98,22.5,310.63,308.98,128.9,127.81,30.0,30.0,90.27,90.45,219.87,219.28,109.67,108.98,1
22.51,22.89,307.7,307.29,127.41,127.88,30.0,30.0,90.49,90.47,214.75,214.13,109.48,109.03,1
24.0,24.72,306.37,304.04,124.34,121.78,29.0,29.0,90.69,90.71,215.17,214.2,108.7,107.34,1
22.49,22.52,300.81,302.52,122.43,123.24,29.0,29.0,90.74,90.82,210.05,210.52,106.41,107.13,1
22.12,22.27,299.21,301.31,120.5,121.78,30.0,30.0,91.06,91.09,211.77,211.8,106.09,107.05,1
20.66,20.68,308.07,308.29,124.53,124.38,30.0,30.0,90.92,90.97,215.16,216.01,109.9,110.47,0
21.65,21.3,306.76,307.25,124.37,123.75,29.0,30.0,90.9,90.79,213.97,214.29,110.27,110.32,1
21.05,21.28,304.33,304.28,122.6,122.94,29.0,29.0,90.71,90.71,214.22,214.24,107.23,106.59,1
21.24,21.17,304.07,303.85,123.52,123.08,29.0,29.0,91.06,91.12,214.61,215.37,107.31,106.63,1
21.0,20.77,302.22,303.46,122.02,122.72,29.0,29.0,91.19,91.31,214.88,216.21,106.16,106.2,1
20.21,20.57,301.87,299.62,121.01,119.05,29.0,29.0,91.95,91.87,214.51,214.07,105.32,104.31,1
21.65,21.64,295.44,294.47,115.55,115.17,30.0,30.0,92.11,92.23,215.11,213.86,101.95,101.85,0
22.04,22.66,291.49,290.39,113.91,113.85,29.0,29.0,92.53,92.51,209.59,210.11,102.2,101.53,1
23.43,23.11,292.3,292.38,118.64,118.64,29.0,29.0,92.34,92.29,212.2,212.42,100.71,100.5,0
23.62,23.84,289.48,290.11,117.59,118.03,29.0,29.0,92.56,92.32,211.38,211.08,98.69,99.21,1
22.86,22.71,291.7,292.27,118.61,119.39,29.0,29.0,92.44,92.42,213.65,214.46,100.23,99.7,0
22.84,22.45,293.4,293.2,119.55,120.3,29.0,29.0,92.49,92.64,216.1,217.23,100.63,100.86,1
24.94,25.35,290.01,288.4,119.44,119.21,29.0,29.0,92.95,92.96,216.36,215.44,97.92,96.68,1
24.39,23.45,290.72,289.76,119.62,119.49,29.0,29.0,93.01,93.04,217.21,216.55,97.85,97.73,0
25.01,24.8,285.92,283.42,117.19,115.97,29.0,29.0,92.7,92.75,212.39,211.01,96.0,94.41,1
25.36,25.75,285.26,288.59,115.55,116.32,29.0,29.0,92.76,92.73,214.5,218.39,96.85,97.43,1
27.87,27.58,293.58,294.39,118.32,119.03,28.0,28.0,92.57,92.53,222.26,223.29,96.85,97.0,1
27.56,29.57,293.41,286.91,117.95,114.95,28.0,27.0,93.34,93.41,222.04,216.39,95.7,93.29,1
36.79,35.55,283.56,274.65,114.14,110.44,27.0,27.0,93.09,93.55,214.02,206.43,91.95,89.99,1
36.44,37.13,271.86,269.98,109.66,108.77,27.0,26.0,94.05,94.13,203.89,202.33,88.92,88.16,1
40.81,37.59,274.38,276.39,111.06,115.32,26.0,26.0,93.92,93.96,203.5,204.72,87.9,88.97,0
38.8,40.28,273.04,271.64,112.37,111.2,26.0,26.0,93.46,93.41,204.07,202.68,86.94,86.83,1
34.69,33.35,278.13,282.66,115.05,116.6,27.0,27.0,93.15,92.94,207.67,213.25,88.18,89.72,0
32.04,32.46,281.42,280.47,115.49,115.05,27.0,27.0,93.07,93.05,211.59,210.08,90.76,90.03,0
28.47,28.11,284.79,284.18,116.39,115.75,28.0,28.0,92.93,92.95,215.03,214.89,92.12,92.22,0
30.1,28.65,285.05,284.19,117.45,116.87,28.0,28.0,92.67,92.61,213.93,214.8,92.3,92.26,1
29.12,29.35,284.67,284.41,116.67,117.51,28.0,28.0,93.05,93.07,213.12,214.65,93.0,92.85,0
28.81,29.18,284.56,283.8,116.2,115.98,28.0,28.0,93.42,93.43,215.8,214.22,93.43,92.78,0
27.16,26.97,291.8,290.1,121.28,120.71,28.0,28.0,93.8,93.86,220.15,219.66,94.51,93.82,0
27.1,26.4,287.25,292.06,118.72,121.19,28.0,28.0,93.43,93.38,217.1,220.86,92.46,94.19,1
25.72,26.07,295.32,294.52,121.0,121.1,28.0,28.0,93.54,93.53,223.0,222.86,95.09,94.69,0
25.67,25.07,296.34,294.53,125.27,124.4,28.0,28.0,93.03,93.07,222.72,221.4,95.04,94.97,0
26.2,26.36,283.09,281.41,115.28,114.97,28.0,28.0,93.56,93.61,211.23,210.58,93.14,91.75,1
27.65,28.06,282.32,279.92,116.25,115.08,28.0,28.0,93.61,93.63,210.51,209.83,91.62,90.64,1
29.26,29.48,277.83,275.16,114.62,113.16,27.0,27.0,93.83,93.69,207.06,205.91,90.08,88.74,1
28.05,27.96,279.29,280.16,115.7,116.5,28.0,28.0,93.44,93.51,208.82,210.38,89.31,89.53,0
28.87,26.7,276.01,282.25,112.89,116.79,27.0,27.0,93.73,93.71,208.0,212.46,87.27,89.25,1
25.78,26.37,281.79,277.84,117.64,115.81,27.0,27.0,93.8,93.89,213.49,210.33,88.77,87.1,0
26.69,26.27,276.09,275.95,113.79,114.09,27.0,27.0,93.85,93.89,207.73,207.26,87.07,87.23,1
26.81,26.19,276.72,277.2,114.55,114.96,27.0,27.0,94.24,94.28,209.35,209.44,86.57,86.77,0
28.17,28.51,265.82,265.39,108.43,108.22,26.0,26.0,94.32,94.35,203.55,203.19,83.43,83.65,1
29.54,28.58,261.58,264.16,105.17,107.12,26.0,26.0,94.38,94.39,199.85,200.59,82.15,82.93,1
27.02,26.86,272.15,272.48,111.62,111.81,27.0,27.0,93.99,93.99,207.9,207.42,84.95,84.87,0
28.61,27.78,270.05,267.51,112.68,110.08,27.0,27.0,93.55,93.66,205.06,202.54,84.68,84.18,1
26.65,26.46,271.62,270.32,110.4,110.34,27.0,27.0,92.86,92.97,202.8,202.91,85.92,85.43,0
28.22,26.04,267.52,274.61,109.72,112.13,27.0,28.0,93.15,93.21,200.05,205.05,83.26,85.62,1
25.31,25.59,279.77,279.06,115.23,115.54,28.0,27.0,93.08,93.05,210.62,208.78,87.24,86.69,0
25.92,25.85,278.9,275.16,118.33,115.36,28.0,27.0,93.06,93.05,208.42,205.41,86.09,84.9,0
28.63,29.71,274.33,272.34,114.57,113.49,27.0,27.0,93.33,93.34,207.2,205.37,83.9,83.19,0
28.67,28.81,280.97,277.88,120.36,117.32,28.0,27.0,93.23,93.26,213.4,211.29,85.24,84.25,0
31.68,31.46,275.54,269.95,117.26,112.82,27.0,27.0,93.58,93.45,207.6,202.66,83.92,81.91,1
34.62,33.6,285.76,287.41,120.07,120.88,28.0,28.0,92.8,92.74,215.1,217.3,86.2,86.9,0
26.28,26.57,298.2,302.76,126.91,131.4,29.0,29.0,92.66,92.85,229.27,231.65,90.41,91.78,0
26.01,26.12,303.26,299.92,137.59,134.18,28.0,28.0,92.28,92.34,227.97,227.27,90.9,89.41,1
25.86,26.41,297.6,294.88,132.76,129.04,28.0,28.0,92.18,92.14,225.51,225.53,88.35,87.69,1
24.59,24.47,292.27,291.05,126.01,125.01,28.0,28.0,93.02,93.0,228.18,226.58,86.7,86.45,1
23.42,23.27,293.08,291.96,127.14,126.52,28.0,28.0,92.85,93.01,222.89,221.15,87.98,87.68,0
22.14,22.03,287.11,285.86,126.18,124.83,28.0,28.0,93.02,93.02,217.88,216.47,87.41,87.19,1
22.16,22.37,282.78,283.63,124.7,125.86,28.0,28.0,93.28,93.3,213.1,213.69,86.42,86.22,1
22.58,22.72,280.07,279.93,119.26,118.28,27.0,27.0,92.72,92.79,213.86,214.58,84.81,84.84,1
24.1,22.54,275.3,276.1,115.75,115.71,27.0,27.0,92.96,92.89,209.54,209.7,84.59,85.53,1
21.6,21.51,277.93,277.97,115.98,115.56,27.0,27.0,92.28,92.27,211.49,211.49,86.22,86.05,0
21.69,21.35,276.41,275.32,114.35,114.61,27.0,27.0,92.82,92.85,210.53,210.28,86.95,86.59,1
22.27,22.13,273.01,272.48,114.83,115.01,27.0,27.0,93.22,93.34,208.76,208.7,85.68,85.43,1
22.2,22.28,272.64,271.86,114.43,113.01,27.0,27.0,93.37,93.44,209.44,209.19,86.21,86.25,1
22.82,24.03,267.37,265.19,110.5,109.38,27.0,27.0,93.68,93.63,205.29,203.38,84.36,83.62,1
21.85,22.13,269.1,270.31,111.97,112.73,27.0,27.0,93.6,93.58,207.16,208.25,84.84,84.82,0
23.45,22.65,274.04,274.64,113.21,113.9,27.0,27.0,92.81,92.79,214.85,216.35,85.62,85.75,1
23.03,22.99,270.78,271.05,110.41,110.06,27.0,27.0,92.77,92.87,212.34,212.94,85.86,85.9,1
23.44,23.76,270.83,270.38,109.38,109.67,26.0,26.0,93.23,93.38,214.9,213.29,85.82,85.82,1
24.01,24.28,268.74,269.38,109.13,108.94,26.0,26.0,93.58,93.35,214.17,216.54,84.63,84.59,1
24.79,24.76,265.83,261.13,102.88,96.19,26.0,26.0,92.82,93.02,204.4,203.9,83.77,83.61,1
25.04,24.1,257.78,259.77,94.19,95.04,26.0,26.0,93.32,93.45,201.0,204.06,82.11,82.83,1
25.16,25.44,258.33,256.81,93.75,93.25,26.0,26.0,93.75,93.7,202.5,202.02,81.51,80.79,1
24.86,24.74,259.33,260.12,94.37,94.81,26.0,26.0,93.58,93.67,203.61,203.85,81.81,82.95,0
27.96,26.08,254.12,258.01,90.99,92.85,26.0,26.0,94.77,94.69,200.42,202.54,79.28,80.54,0
23.97,24.32,264.55,264.93,97.0,97.27,26.0,27.0,94.98,94.99,207.19,211.75,81.91,81.89,0
24.56,24.84,264.46,264.0,96.69,97.0,26.0,26.0,95.13,95.12,209.2,208.75,81.56,81.3,1
24.08,24.46,268.41,266.78,99.17,98.36,26.0,26.0,95.75,95.83,213.66,211.6,82.54,81.71,0
27.15,28.0,259.71,259.12,96.99,96.52,26.0,26.0,96.28,96.35,204.47,203.92,80.26,79.74,0
28.41,27.76,257.97,260.9,96.56,97.73,26.0,26.0,96.0,96.08,205.4,208.04,79.05,79.8,1
29.15,29.52,261.68,260.37,98.99,97.06,27.0,26.0,96.17,96.26,209.56,208.35,80.66,80.16,0
31.14,32.19,256.07,258.54,94.84,95.48,26.0,26.0,96.54,96.46,206.13,207.07,78.32,78.84,1
30.86,29.26,262.0,262.18,95.34,95.68,25.0,25.0,96.75,96.7,213.62,214.32,80.29,80.3,1
28.18,28.08,261.89,259.99,96.26,95.34,26.0,26.0,96.45,96.43,216.33,212.83,79.25,78.93,0
28.95,29.43,258.0,256.61,94.18,93.17,25.0,25.0,96.99,96.88,210.07,208.25,78.52,77.82,1
28.77,27.94,258.1,258.39,93.85,93.46,26.0,26.0,96.75,96.73,210.45,210.7,78.58,78.8,0
28.33,28.62,252.97,250.49,91.96,91.03,25.0,25.0,97.15,97.2,205.68,204.7,76.57,75.53,0
30.96,30.43,247.66,247.6,91.28,91.2,25.0,25.0,97.39,97.39,203.14,203.51,76.45,76.4,1
32.54,31.78,242.77,242.84,90.02,90.45,25.0,25.0,97.4,97.54,197.88,198.44,75.05,74.59,1
33.01,32.22,245.75,246.03,91.1,91.21,25.0,25.0,97.35,97.43,199.73,200.34,75.25,75.25,0
36.59,33.84,243.91,243.71,90.18,90.02,25.0,25.0,97.24,97.15,197.8,197.84,74.84,74.74,1
31.05,31.37,247.99,248.84,91.25,91.63,25.0,26.0,96.66,96.65,201.6,201.91,75.93,76.34,0
31.71,31.77,248.39,246.74,91.0,89.72,26.0,26.0,96.93,97.04,202.09,200.57,76.6,76.09,0
32.07,32.94,246.74,244.28,88.66,87.93,26.0,26.0,97.42,97.42,198.59,196.32,76.55,75.75,0
33.83,33.47,243.29,243.62,87.85,87.9,26.0,26.0,97.08,97.16,194.0,194.24,75.71,75.86,1
33.28,33.67,244.4,242.85,88.79,88.02,26.0,26.0,97.01,96.96,195.03,193.57,75.77,75.06,0
34.28,34.4,243.78,238.75,87.87,85.75,26.0,25.0,96.56,96.71,192.89,188.94,75.91,73.91,0
37.68,40.79,239.09,234.02,86.18,83.98,25.0,25.0,96.81,96.73,190.54,186.27,74.0,71.95,0
30.45,27.57,242.29,246.22,87.33,88.21,26.0,26.0,96.09,95.96,193.13,196.84,74.74,76.65,0
26.73,27.57,245.0,243.3,86.98,86.0,27.0,27.0,96.43,96.32,191.13,189.8,76.73,76.26,0
25.93,25.81,240.66,241.55,83.04,83.37,27.0,27.0,96.63,96.62,188.0,188.36,75.29,76.12,1
24.79,25.81,236.06,235.03,80.84,80.58,26.0,26.0,96.74,96.68,182.62,182.92,76.17,74.59,1
26.23,25.66,236.32,236.69,81.1,81.28,26.0,26.0,97.32,97.28,184.3,185.36,73.45,73.78,1
26.75,26.84,236.23,235.63,81.17,80.84,25.0,25.0,97.57,97.67,184.82,184.91,72.89,71.8,1
28.4,28.23,234.42,234.06,80.19,80.46,25.0,25.0,97.84,97.83,184.25,182.83,70.75,70.41,1
29.3,28.59,230.43,229.99,79.81,79.56,25.0,25.0,98.52,98.38,182.73,181.4,69.39,69.13,1
27.82,27.62,229.05,230.29,79.19,79.53,25.0,25.0,98.91,99.06,180.74,181.81,70.25,70.64,0
27.62,28.01,228.51,229.04,79.04,79.18,25.0,24.0,99.02,98.91,180.2,181.57,69.62,69.59,1
31.36,29.53,228.46,228.87,78.94,79.21,24.0,24.0,99.42,99.37,183.19,183.43,68.89,68.85,1
28.97,27.99,231.49,231.39,79.67,79.81,24.0,24.0,99.18,99.12,185.4,185.66,70.47,70.64,0
29.52,30.53,229.48,226.86,79.17,78.29,24.0,24.0,99.55,99.37,184.81,183.63,69.68,68.17,1
28.73,29.3,227.66,227.43,78.76,78.74,24.0,24.0,99.62,99.67,185.03,184.91,68.4,68.43,0
32.5,32.61,218.77,221.83,75.09,77.39,23.0,23.0,100.26,100.47,179.06,180.53,64.88,67.13,1
35.16,35.28,218.12,219.34,76.13,76.91,23.0,23.0,100.19,100.24,177.54,179.75,64.81,65.3,1
32.74,33.04,222.65,222.12,78.04,77.85,23.0,23.0,100.01,99.93,182.55,182.51,66.97,66.48,0
28.47,27.57,227.48,226.87,79.46,78.75,24.0,24.0,100.23,100.24,186.8,186.74,68.8,68.36,0
30.14,31.44,223.55,221.82,76.41,75.94,24.0,23.0,99.84,99.89,184.98,183.6,67.36,66.63,1
32.12,34.12,221.75,219.0,75.81,75.16,23.0,23.0,100.21,100.09,184.17,182.54,67.25,66.03,0
32.69,33.61,219.37,217.66,75.12,74.39,23.0,23.0,99.8,99.71,182.08,180.76,66.06,65.26,0
34.82,35.97,217.4,215.22,73.77,73.29,23.0,23.0,99.51,99.48,180.62,178.84,65.34,64.42,0
38.17,34.15,214.54,218.91,71.56,73.45,24.0,24.0,99.13,99.02,175.8,179.21,65.43,66.87,0
30.99,31.23,220.01,219.0,72.49,71.93,24.0,24.0,99.48,99.57,180.0,177.43,69.05,69.44,0
32.48,33.57,216.21,211.5,71.18,69.65,24.0,24.0,99.88,99.87,173.22,169.81,67.52,66.33,1
33.21,33.29,217.27,215.56,71.27,70.79,24.0,24.0,100.06,100.04,175.59,174.05,67.9,66.77,0
41.91,41.38,210.94,210.52,69.3,68.76,23.0,23.0,100.5,100.43,172.06,171.42,64.65,64.65,1
41.3,41.98,211.8,210.97,68.97,69.03,23.0,23.0,100.45,100.39,174.11,173.52,65.23,65.25,0
44.91,45.41,209.14,204.89,68.4,67.09,23.0,23.0,100.21,100.26,171.39,167.82,63.58,61.76,1
44.28,43.83,210.63,212.74,69.07,69.23,23.0,23.0,99.94,99.96,173.5,175.06,63.56,64.66,0
39.5,40.11,215.96,213.25,71.17,71.67,23.0,23.0,99.86,100.03,179.5,177.04,66.68,65.42,1
41.92,40.84,211.78,209.43,71.85,71.11,23.0,23.0,99.63,99.46,174.3,171.88,64.83,63.73,0
39.4,37.76,208.48,211.86,70.6,71.76,23.0,23.0,98.82,98.89,171.2,173.7,64.03,65.49,1
40.24,41.17,207.17,203.03,70.0,68.31,23.0,23.0,99.38,99.35,169.0,165.51,64.31,62.75,1
43.0,43.35,202.27,200.57,67.18,66.52,23.0,23.0,100.13,100.12,166.36,165.13,64.1,63.44,1
45.9,46.7,198.08,196.4,65.69,64.86,22.0,22.0,99.91,99.9,165.67,163.49,62.5,61.4,1
44.83,45.24,202.14,196.48,67.7,65.62,23.0,22.0,100.75,100.69,169.59,165.27,63.85,61.59,0
51.11,50.91,185.5,186.01,60.7,61.23,21.0,21.0,100.2,100.18,155.1,155.26,57.0,57.17,0
54.46,57.06,181.59,182.31,60.09,60.23,20.0,20.0,99.51,99.67,151.86,152.11,55.17,55.67,1
57.38,53.54,184.81,190.4,61.63,63.57,21.0,21.0,99.01,99.05,153.0,157.71,56.72,58.57,0
56.69,57.08,191.53,192.04,63.9,63.7,22.0,22.0,99.25,99.18,159.4,160.23,59.87,59.75,0
64.95,61.0,186.93,191.9,63.19,64.61,21.0,22.0,99.29,99.35,151.75,156.11,58.77,60.86,1
65.67,63.95,183.87,182.3,61.63,61.38,21.0,21.0,100.96,101.05,148.4,146.92,58.4,57.38,1
61.44,61.67,184.42,183.66,62.69,61.72,21.0,20.0,101.6,102.04,148.91,148.34,58.37,57.82,1
58.76,61.59,179.91,170.46,59.09,56.09,19.0,18.0,102.13,102.49,143.75,135.98,55.75,52.41,1
67.86,72.0,181.74,177.66,61.8,61.2,20.0,20.0,102.94,102.76,146.0,142.71,53.58,51.43,0
80.62,76.45,175.69,176.6,61.85,61.67,19.0,19.0,100.79,101.16,142.77,140.4,50.15,50.54,1
69.37,75.91,171.61,182.14,59.94,63.22,20.0,21.0,99.38,99.58,138.0,146.57,51.0,55.12,1
82.69,82.69,175.47,169.3,61.88,60.55,20.0,20.0,98.14,98.07,140.0,135.42,51.89,50.99,1
71.31,75.47,187.07,177.32,66.22,62.06,21.0,21.0,97.45,97.47,147.5,139.06,57.66,54.31,1
61.46,53.9,182.09,195.22,63.99,68.86,22.0,23.0,96.65,96.51,145.3,153.63,56.47,60.72,0
52.24,47.3,199.35,204.11,69.35,71.34,24.0,25.0,96.33,96.41,157.13,160.92,62.07,64.18,0
49.68,54.46,201.11,193.57,69.29,66.54,24.0,23.0,95.34,94.9,158.16,150.62,62.77,60.46,1
41.46,39.62,204.67,211.59,70.5,73.23,25.0,26.0,96.61,96.82,162.61,166.27,65.26,67.24,1
33.61,31.99,212.69,218.22,73.88,75.69,26.0,27.0,97.38,97.34,166.05,170.55,67.51,69.42,0
34.44,36.82,213.32,209.48,74.11,72.33,26.0,25.0,97.17,97.15,168.49,164.51,67.34,66.03,1
33.64,33.42,217.11,216.42,75.92,74.7,26.0,26.0,97.56,97.36,173.8,172.79,68.53,68.27,0
42.02,39.16,198.92,205.64,64.32,68.38,25.0,25.0,98.42,98.51,152.41,158.18,62.3,64.71,1
28.95,27.56,211.05,216.48,70.28,73.16,26.0,26.0,99.02,99.0,163.32,170.17,66.0,67.84,0
26.63,27.85,216.67,215.37,71.63,72.02,27.0,27.0,99.08,98.97,169.71,168.07,68.01,67.43,0
22.19,25.03,223.19,221.39,75.24,74.55,28.0,27.0,99.33,99.36,174.2,170.89,70.25,69.43,0
17.33,15.56,233.64,234.78,79.66,80.08,29.0,29.0,99.86,99.87,183.17,184.42,74.43,74.93,0
14.54,14.38,236.46,236.98,80.66,80.91,29.0,29.0,99.54,99.71,186.95,187.28,75.8,76.13,0
14.66,14.83,236.07,234.73,80.0,79.75,29.0,29.0,99.43,99.44,188.06,187.23,75.37,74.22,1
14.12,14.15,234.28,233.97,81.19,81.22,29.0,29.0,99.12,99.07,183.25,183.71,76.0,75.67,1
14.43,13.74,232.62,234.27,81.05,81.8,29.0,29.0,98.99,99.05,183.08,184.71,74.98,75.49,1
14.86,15.18,233.34,232.01,80.37,79.9,29.0,29.0,98.77,98.72,185.58,184.44,75.0,74.44,1
14.91,15.04,233.21,231.97,80.9,80.39,29.0,29.0,98.86,98.83,190.65,188.7,73.56,72.9,0
15.07,14.96,229.16,230.19,80.59,81.3,29.0,29.0,98.46,98.5,182.85,183.63,72.73,73.45,0
15.13,15.15,228.77,228.22,80.64,80.36,29.0,29.0,98.29,98.3,180.97,179.9,73.5,73.4,1
16.29,16.05,230.22,227.47,80.88,79.71,29.0,28.0,97.94,97.96,184.03,180.12,73.25,71.97,1
16.45,17.97,225.39,222.38,78.83,77.17,28.0,28.0,97.82,97.8,177.14,174.38,71.6,69.73,1
16.25,15.49,223.5,222.6,80.23,80.97,28.0,28.0,97.87,97.87,172.21,172.78,70.72,71.36,0
17.82,16.39,220.37,221.81,80.14,81.09,28.0,28.0,98.03,97.99,174.05,168.04,70.8,71.52,1
15.68,16.28,222.66,221.45,81.11,79.42,28.0,28.0,97.95,98.02,167.84,165.46,72.33,72.63,0
16.94,18.23,219.6,218.1,78.15,77.24,28.0,28.0,97.95,97.96,163.78,162.28,71.63,70.85,1
